userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000019518	Ap4m1	adaptor-related protein complex AP-4, mu 1	11781	https://www.ncbi.nlm.nih.gov/gene/?term=11781
ENSMUSG00000019734	Tmc4	transmembrane channel-like gene family 4	353499	https://www.ncbi.nlm.nih.gov/gene/?term=353499
ENSMUSG00000020097	Sgpl1	sphingosine phosphate lyase 1	20397	https://www.ncbi.nlm.nih.gov/gene/?term=20397
ENSMUSG00000020100	Slc29a3	solute carrier family 29 (nucleoside transporters), member 3	71279	https://www.ncbi.nlm.nih.gov/gene/?term=71279
ENSMUSG00000020282	Rhbdf1	rhomboid 5 homolog 1	13650	https://www.ncbi.nlm.nih.gov/gene/?term=13650
ENSMUSG00000020467	Efemp1	epidermal growth factor-containing fibulin-like extracellular matrix protein 1	216616	https://www.ncbi.nlm.nih.gov/gene/?term=216616
ENSMUSG00000020472	Zkscan17	zinc finger with KRAB and SCAN domains 17	268417	https://www.ncbi.nlm.nih.gov/gene/?term=268417
ENSMUSG00000020697	Lig3	ligase III, DNA, ATP-dependent	16882	https://www.ncbi.nlm.nih.gov/gene/?term=16882
ENSMUSG00000020883	Fbxl20	F-box and leucine-rich repeat protein 20	72194	https://www.ncbi.nlm.nih.gov/gene/?term=72194
ENSMUSG00000021219	Rgs6	regulator of G-protein signaling 6	50779	https://www.ncbi.nlm.nih.gov/gene/?term=50779
ENSMUSG00000021665	Hexb	hexosaminidase B	15212	https://www.ncbi.nlm.nih.gov/gene/?term=15212
ENSMUSG00000021696	Elovl7	ELOVL family member 7, elongation of long chain fatty acids (yeast)	74559	https://www.ncbi.nlm.nih.gov/gene/?term=74559
ENSMUSG00000021782	Dlg5	discs large MAGUK scaffold protein 5	71228	https://www.ncbi.nlm.nih.gov/gene/?term=71228
ENSMUSG00000021962	Dcp1a	decapping mRNA 1A	75901	https://www.ncbi.nlm.nih.gov/gene/?term=75901
ENSMUSG00000022587	Ly6e	lymphocyte antigen 6 complex, locus E	17069	https://www.ncbi.nlm.nih.gov/gene/?term=17069
ENSMUSG00000023235	Ccl25	chemokine (C-C motif) ligand 25	20300	https://www.ncbi.nlm.nih.gov/gene/?term=20300
ENSMUSG00000023473	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3	107934	https://www.ncbi.nlm.nih.gov/gene/?term=107934
ENSMUSG00000023826	Prkn	parkin RBR E3 ubiquitin protein ligase	50873	https://www.ncbi.nlm.nih.gov/gene/?term=50873
ENSMUSG00000024165	Jpt2	Jupiter microtubule associated homolog 2	52009	https://www.ncbi.nlm.nih.gov/gene/?term=52009
ENSMUSG00000024349	Tmem173	transmembrane protein 173	72512	https://www.ncbi.nlm.nih.gov/gene/?term=72512
ENSMUSG00000024413	Npc1	NPC intracellular cholesterol transporter 1	18145	https://www.ncbi.nlm.nih.gov/gene/?term=18145
ENSMUSG00000024451	Arap3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	106952	https://www.ncbi.nlm.nih.gov/gene/?term=106952
ENSMUSG00000024621	Csf1r	colony stimulating factor 1 receptor	12978	https://www.ncbi.nlm.nih.gov/gene/?term=12978
ENSMUSG00000024810	Il33	interleukin 33	77125	https://www.ncbi.nlm.nih.gov/gene/?term=77125
ENSMUSG00000024965	Fermt3	fermitin family member 3	108101	https://www.ncbi.nlm.nih.gov/gene/?term=108101
ENSMUSG00000025076	Casp7	caspase 7	12369	https://www.ncbi.nlm.nih.gov/gene/?term=12369
ENSMUSG00000025239	Limd1	LIM domains containing 1	29806	https://www.ncbi.nlm.nih.gov/gene/?term=29806
ENSMUSG00000025278	Flnb	filamin, beta	286940	https://www.ncbi.nlm.nih.gov/gene/?term=286940
ENSMUSG00000025358	Cdk2	cyclin-dependent kinase 2	12566	https://www.ncbi.nlm.nih.gov/gene/?term=12566
ENSMUSG00000025612	Bach1	BTB and CNC homology 1, basic leucine zipper transcription factor 1	12013	https://www.ncbi.nlm.nih.gov/gene/?term=12013
ENSMUSG00000026028	Trak2	trafficking protein, kinesin binding 2	70827	https://www.ncbi.nlm.nih.gov/gene/?term=70827
ENSMUSG00000026288	Inpp5d	inositol polyphosphate-5-phosphatase D	16331	https://www.ncbi.nlm.nih.gov/gene/?term=16331
ENSMUSG00000026812	Tsc1	tuberous sclerosis 1	64930	https://www.ncbi.nlm.nih.gov/gene/?term=64930
ENSMUSG00000026814	Eng	endoglin	13805	https://www.ncbi.nlm.nih.gov/gene/?term=13805
ENSMUSG00000026923	Notch1	notch 1	18128	https://www.ncbi.nlm.nih.gov/gene/?term=18128
ENSMUSG00000027187	Cat	catalase	12359	https://www.ncbi.nlm.nih.gov/gene/?term=12359
ENSMUSG00000027199	Gatm	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	67092	https://www.ncbi.nlm.nih.gov/gene/?term=67092
ENSMUSG00000027238	Frmd5	FERM domain containing 5	228564	https://www.ncbi.nlm.nih.gov/gene/?term=228564
ENSMUSG00000027519	Rab22a	RAB22A, member RAS oncogene family	19334	https://www.ncbi.nlm.nih.gov/gene/?term=19334
ENSMUSG00000028465	Tln1	talin 1	21894	https://www.ncbi.nlm.nih.gov/gene/?term=21894
ENSMUSG00000028581	Laptm5	lysosomal-associated protein transmembrane 5	16792	https://www.ncbi.nlm.nih.gov/gene/?term=16792
ENSMUSG00000028613	Lrp8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	16975	https://www.ncbi.nlm.nih.gov/gene/?term=16975
ENSMUSG00000028804	Csmd2	CUB and Sushi multiple domains 2	329942	https://www.ncbi.nlm.nih.gov/gene/?term=329942
ENSMUSG00000028868	Wasf2	WAS protein family, member 2	242687	https://www.ncbi.nlm.nih.gov/gene/?term=242687
ENSMUSG00000028886	Eya3	EYA transcriptional coactivator and phosphatase 3	14050	https://www.ncbi.nlm.nih.gov/gene/?term=14050
ENSMUSG00000029049	Morn1	MORN repeat containing 1	76866	https://www.ncbi.nlm.nih.gov/gene/?term=76866
ENSMUSG00000029127	Zbtb49	zinc finger and BTB domain containing 49	75079	https://www.ncbi.nlm.nih.gov/gene/?term=75079
ENSMUSG00000029468	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	18439	https://www.ncbi.nlm.nih.gov/gene/?term=18439
ENSMUSG00000029765	Plxna4	plexin A4	243743	https://www.ncbi.nlm.nih.gov/gene/?term=243743
ENSMUSG00000030124	Lag3	lymphocyte-activation gene 3	16768	https://www.ncbi.nlm.nih.gov/gene/?term=16768
ENSMUSG00000030498	Gas2	growth arrest specific 2	14453	https://www.ncbi.nlm.nih.gov/gene/?term=14453
ENSMUSG00000030894	Tpp1	tripeptidyl peptidase I	12751	https://www.ncbi.nlm.nih.gov/gene/?term=12751
ENSMUSG00000031295	Phka2	phosphorylase kinase alpha 2	110094	https://www.ncbi.nlm.nih.gov/gene/?term=110094
ENSMUSG00000031391	L1cam	L1 cell adhesion molecule	16728	https://www.ncbi.nlm.nih.gov/gene/?term=16728
ENSMUSG00000031486	Adgra2	adhesion G protein-coupled receptor A2	78560	https://www.ncbi.nlm.nih.gov/gene/?term=78560
ENSMUSG00000031565	Fgfr1	fibroblast growth factor receptor 1	14182	https://www.ncbi.nlm.nih.gov/gene/?term=14182
ENSMUSG00000031613	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD)	15446	https://www.ncbi.nlm.nih.gov/gene/?term=15446
ENSMUSG00000031659	Adcy7	adenylate cyclase 7	11513	https://www.ncbi.nlm.nih.gov/gene/?term=11513
ENSMUSG00000031665	Sall1	spalt like transcription factor 1	58198	https://www.ncbi.nlm.nih.gov/gene/?term=58198
ENSMUSG00000031714	Gab1	growth factor receptor bound protein 2-associated protein 1	14388	https://www.ncbi.nlm.nih.gov/gene/?term=14388
ENSMUSG00000031822	Gse1	genetic suppressor element 1, coiled-coil protein	382034	https://www.ncbi.nlm.nih.gov/gene/?term=382034
ENSMUSG00000032035	Ets1	E26 avian leukemia oncogene 1, 5' domain	23871	https://www.ncbi.nlm.nih.gov/gene/?term=23871
ENSMUSG00000032089	Il10ra	interleukin 10 receptor, alpha	16154	https://www.ncbi.nlm.nih.gov/gene/?term=16154
ENSMUSG00000032198	Dock6	dedicator of cytokinesis 6	319899	https://www.ncbi.nlm.nih.gov/gene/?term=319899
ENSMUSG00000032528	Vipr1	vasoactive intestinal peptide receptor 1	22354	https://www.ncbi.nlm.nih.gov/gene/?term=22354
ENSMUSG00000032589	Bsn	bassoon	12217	https://www.ncbi.nlm.nih.gov/gene/?term=12217
ENSMUSG00000032593	Amigo3	adhesion molecule with Ig like domain 3	320844	https://www.ncbi.nlm.nih.gov/gene/?term=320844
ENSMUSG00000033105	Lss	lanosterol synthase	16987	https://www.ncbi.nlm.nih.gov/gene/?term=16987
ENSMUSG00000033713	Foxn3	forkhead box N3	71375	https://www.ncbi.nlm.nih.gov/gene/?term=71375
ENSMUSG00000034041	Lyl1	lymphoblastomic leukemia 1	17095	https://www.ncbi.nlm.nih.gov/gene/?term=17095
ENSMUSG00000034317	Trim59	tripartite motif-containing 59	66949	https://www.ncbi.nlm.nih.gov/gene/?term=66949
ENSMUSG00000034620	Rxylt1	ribitol xylosyltransferase 1	216395	https://www.ncbi.nlm.nih.gov/gene/?term=216395
ENSMUSG00000034656	Cacna1a	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	12286	https://www.ncbi.nlm.nih.gov/gene/?term=12286
ENSMUSG00000035064	Eef2k	eukaryotic elongation factor-2 kinase	13631	https://www.ncbi.nlm.nih.gov/gene/?term=13631
ENSMUSG00000035158	Mitf	melanogenesis associated transcription factor	17342	https://www.ncbi.nlm.nih.gov/gene/?term=17342
ENSMUSG00000035212	Leprot	leptin receptor overlapping transcript	230514	https://www.ncbi.nlm.nih.gov/gene/?term=230514
ENSMUSG00000035235	Trim13	tripartite motif-containing 13	66597	https://www.ncbi.nlm.nih.gov/gene/?term=66597
ENSMUSG00000035279	Ssc5d	scavenger receptor cysteine rich family, 5 domains	269855	https://www.ncbi.nlm.nih.gov/gene/?term=269855
ENSMUSG00000036281	Snapc4	small nuclear RNA activating complex, polypeptide 4	227644	https://www.ncbi.nlm.nih.gov/gene/?term=227644
ENSMUSG00000036327	Qsox2	quiescin Q6 sulfhydryl oxidase 2	227638	https://www.ncbi.nlm.nih.gov/gene/?term=227638
ENSMUSG00000036606	Plxnb2	plexin B2	140570	https://www.ncbi.nlm.nih.gov/gene/?term=140570
ENSMUSG00000036819	Jmjd4	jumonji domain containing 4	194952	https://www.ncbi.nlm.nih.gov/gene/?term=194952
ENSMUSG00000037003	Tns2	tensin 2	209039	https://www.ncbi.nlm.nih.gov/gene/?term=209039
ENSMUSG00000037434	Slc30a1	solute carrier family 30 (zinc transporter), member 1	22782	https://www.ncbi.nlm.nih.gov/gene/?term=22782
ENSMUSG00000037784	Dzip1l	DAZ interacting protein 1-like	72507	https://www.ncbi.nlm.nih.gov/gene/?term=72507
ENSMUSG00000038007	Acer2	alkaline ceramidase 2	230379	https://www.ncbi.nlm.nih.gov/gene/?term=230379
ENSMUSG00000038023	Atp6v0a2	ATPase, H+ transporting, lysosomal V0 subunit A2	21871	https://www.ncbi.nlm.nih.gov/gene/?term=21871
ENSMUSG00000038146	Notch3	notch 3	18131	https://www.ncbi.nlm.nih.gov/gene/?term=18131
ENSMUSG00000038642	Ctss	cathepsin S	13040	https://www.ncbi.nlm.nih.gov/gene/?term=13040
ENSMUSG00000038827	Fam206a	family with sequence similarity 206, member A	230234	https://www.ncbi.nlm.nih.gov/gene/?term=230234
ENSMUSG00000039844	Rapgef1	Rap guanine nucleotide exchange factor (GEF) 1	107746	https://www.ncbi.nlm.nih.gov/gene/?term=107746
ENSMUSG00000040174	Alkbh3	alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase	69113	https://www.ncbi.nlm.nih.gov/gene/?term=69113
ENSMUSG00000040387	Klhl32	kelch-like 32	212390	https://www.ncbi.nlm.nih.gov/gene/?term=212390
ENSMUSG00000040596	Pogk	pogo transposable element with KRAB domain	71592	https://www.ncbi.nlm.nih.gov/gene/?term=71592
ENSMUSG00000040751	Lat2	linker for activation of T cells family, member 2	56743	https://www.ncbi.nlm.nih.gov/gene/?term=56743
ENSMUSG00000040918	Slc19a2	solute carrier family 19 (thiamine transporter), member 2	116914	https://www.ncbi.nlm.nih.gov/gene/?term=116914
ENSMUSG00000041215	Yeats2	YEATS domain containing 2	208146	https://www.ncbi.nlm.nih.gov/gene/?term=208146
ENSMUSG00000041720	Pi4ka	phosphatidylinositol 4-kinase alpha	224020	https://www.ncbi.nlm.nih.gov/gene/?term=224020
ENSMUSG00000041954	Tnfrsf18	tumor necrosis factor receptor superfamily, member 18	21936	https://www.ncbi.nlm.nih.gov/gene/?term=21936
ENSMUSG00000042185	Nfrkb	nuclear factor related to kappa B binding protein	235134	https://www.ncbi.nlm.nih.gov/gene/?term=235134
ENSMUSG00000042190	Cmklr1	chemokine-like receptor 1	14747	https://www.ncbi.nlm.nih.gov/gene/?term=14747
ENSMUSG00000042390	Gatad2b	GATA zinc finger domain containing 2B	229542	https://www.ncbi.nlm.nih.gov/gene/?term=229542
ENSMUSG00000042476	Abcb4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	18670	https://www.ncbi.nlm.nih.gov/gene/?term=18670
ENSMUSG00000043671	Dpy19l3	dpy-19-like 3 (C. elegans)	233115	https://www.ncbi.nlm.nih.gov/gene/?term=233115
ENSMUSG00000044447	Dock5	dedicator of cytokinesis 5	68813	https://www.ncbi.nlm.nih.gov/gene/?term=68813
ENSMUSG00000045817	Zfp36l2	zinc finger protein 36, C3H type-like 2	12193	https://www.ncbi.nlm.nih.gov/gene/?term=12193
ENSMUSG00000047789	Slc38a9	solute carrier family 38, member 9	268706	https://www.ncbi.nlm.nih.gov/gene/?term=268706
ENSMUSG00000049044	Rapgef4	Rap guanine nucleotide exchange factor (GEF) 4	56508	https://www.ncbi.nlm.nih.gov/gene/?term=56508
ENSMUSG00000050121	Opalin	oligodendrocytic myelin paranodal and inner loop protein	226115	https://www.ncbi.nlm.nih.gov/gene/?term=226115
ENSMUSG00000050141	Fam205c	family with sequence similarity 205, member C	277773	https://www.ncbi.nlm.nih.gov/gene/?term=277773
ENSMUSG00000050919	Zfp366	zinc finger protein 366	238803	https://www.ncbi.nlm.nih.gov/gene/?term=238803
ENSMUSG00000050954	Zfp169	zinc finger protein 169	67911	https://www.ncbi.nlm.nih.gov/gene/?term=67911
ENSMUSG00000051351	Zfp46	zinc finger protein 46	22704	https://www.ncbi.nlm.nih.gov/gene/?term=22704
ENSMUSG00000052336	Cx3cr1	chemokine (C-X3-C motif) receptor 1	13051	https://www.ncbi.nlm.nih.gov/gene/?term=13051
ENSMUSG00000052395	Rft1	RFT1 homolog	328370	https://www.ncbi.nlm.nih.gov/gene/?term=328370
ENSMUSG00000053111	Fank1	fibronectin type 3 and ankyrin repeat domains 1	66930	https://www.ncbi.nlm.nih.gov/gene/?term=66930
ENSMUSG00000054263	Lifr	LIF receptor alpha	16880	https://www.ncbi.nlm.nih.gov/gene/?term=16880
ENSMUSG00000054484	Tmem62	transmembrane protein 62	96957	https://www.ncbi.nlm.nih.gov/gene/?term=96957
ENSMUSG00000055200	Sertad3	SERTA domain containing 3	170742	https://www.ncbi.nlm.nih.gov/gene/?term=170742
ENSMUSG00000055322	Tns1	tensin 1	21961	https://www.ncbi.nlm.nih.gov/gene/?term=21961
ENSMUSG00000055485	Soga1	suppressor of glucose, autophagy associated 1	320706	https://www.ncbi.nlm.nih.gov/gene/?term=320706
ENSMUSG00000055491	Pprc1	peroxisome proliferative activated receptor, gamma, coactivator-related 1	226169	https://www.ncbi.nlm.nih.gov/gene/?term=226169
ENSMUSG00000055541	Lair1	leukocyte-associated Ig-like receptor 1	52855	https://www.ncbi.nlm.nih.gov/gene/?term=52855
ENSMUSG00000056394	Lig1	ligase I, DNA, ATP-dependent	16881	https://www.ncbi.nlm.nih.gov/gene/?term=16881
ENSMUSG00000056966	Gjc3	gap junction protein, gamma 3	118446	https://www.ncbi.nlm.nih.gov/gene/?term=118446
ENSMUSG00000060212	Pcnx2	pecanex homolog 2	270109	https://www.ncbi.nlm.nih.gov/gene/?term=270109
ENSMUSG00000061589	Dot1l	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	208266	https://www.ncbi.nlm.nih.gov/gene/?term=208266
ENSMUSG00000061894	Zscan20	zinc finger and SCAN domains 20	269585	https://www.ncbi.nlm.nih.gov/gene/?term=269585
ENSMUSG00000066043	Phactr4	phosphatase and actin regulator 4	100169	https://www.ncbi.nlm.nih.gov/gene/?term=100169
ENSMUSG00000070476	Fam217b	family with sequence similarity 217, member B	71532	https://www.ncbi.nlm.nih.gov/gene/?term=71532
ENSMUSG00000071847	Apcdd1	adenomatosis polyposis coli down-regulated 1	494504	https://www.ncbi.nlm.nih.gov/gene/?term=494504
ENSMUSG00000073411	H2-D1	histocompatibility 2, D region locus 1	14964	https://www.ncbi.nlm.nih.gov/gene/?term=14964
ENSMUSG00000073599	Ecscr	endothelial cell surface expressed chemotaxis and apoptosis regulator	68545	https://www.ncbi.nlm.nih.gov/gene/?term=68545
ENSMUSG00000073680	Tmem88b	transmembrane protein 88B	320587	https://www.ncbi.nlm.nih.gov/gene/?term=320587
ENSMUSG00000074269	Rec114	REC114 meiotic recombination protein	73673	https://www.ncbi.nlm.nih.gov/gene/?term=73673
ENSMUSG00000075415	Fnbp1	formin binding protein 1	14269	https://www.ncbi.nlm.nih.gov/gene/?term=14269
ENSMUSG00000079110	Capn3	calpain 3	12335	https://www.ncbi.nlm.nih.gov/gene/?term=12335
ENSMUSG00000103088	Pcdhgb6	protocadherin gamma subfamily B, 6	93703	https://www.ncbi.nlm.nih.gov/gene/?term=93703
ENSMUSG00000103793	Pcdhga6	protocadherin gamma subfamily A, 6	93714	https://www.ncbi.nlm.nih.gov/gene/?term=93714
ENSMUSG00000001555	Fkbp10	FK506 binding protein 10	14230	https://www.ncbi.nlm.nih.gov/gene/?term=14230
ENSMUSG00000001946	Esam	endothelial cell-specific adhesion molecule	69524	https://www.ncbi.nlm.nih.gov/gene/?term=69524
ENSMUSG00000003382	Etv3	ets variant 3	27049	https://www.ncbi.nlm.nih.gov/gene/?term=27049
ENSMUSG00000003573	Homer3	homer scaffolding protein 3	26558	https://www.ncbi.nlm.nih.gov/gene/?term=26558
ENSMUSG00000004044	Cavin1	caveolae associated 1	19285	https://www.ncbi.nlm.nih.gov/gene/?term=19285
ENSMUSG00000004902	Slc25a18	solute carrier family 25 (mitochondrial carrier), member 18	71803	https://www.ncbi.nlm.nih.gov/gene/?term=71803
ENSMUSG00000005615	Pcyt1a	phosphate cytidylyltransferase 1, choline, alpha isoform	13026	https://www.ncbi.nlm.nih.gov/gene/?term=13026
ENSMUSG00000006392	Med8	mediator complex subunit 8	80509	https://www.ncbi.nlm.nih.gov/gene/?term=80509
ENSMUSG00000010021	Kif19a	kinesin family member 19A	286942	https://www.ncbi.nlm.nih.gov/gene/?term=286942
ENSMUSG00000010277	2610507B11Rik	RIKEN cDNA 2610507B11 gene	72503	https://www.ncbi.nlm.nih.gov/gene/?term=72503
ENSMUSG00000011158	Brf1	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit	72308	https://www.ncbi.nlm.nih.gov/gene/?term=72308
ENSMUSG00000014164	Klhl3	kelch-like 3	100503085	https://www.ncbi.nlm.nih.gov/gene/?term=100503085
ENSMUSG00000014303	Glis2	GLIS family zinc finger 2	83396	https://www.ncbi.nlm.nih.gov/gene/?term=83396
ENSMUSG00000015112	Slc25a13	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13	50799	https://www.ncbi.nlm.nih.gov/gene/?term=50799
ENSMUSG00000015970	Chdh	choline dehydrogenase	218865	https://www.ncbi.nlm.nih.gov/gene/?term=218865
ENSMUSG00000016239	Lonrf3	LON peptidase N-terminal domain and ring finger 3	74365	https://www.ncbi.nlm.nih.gov/gene/?term=74365
ENSMUSG00000016356	Col20a1	collagen, type XX, alpha 1	73368	https://www.ncbi.nlm.nih.gov/gene/?term=73368
ENSMUSG00000017754	Pltp	phospholipid transfer protein	18830	https://www.ncbi.nlm.nih.gov/gene/?term=18830
ENSMUSG00000018169	Mfng	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	17305	https://www.ncbi.nlm.nih.gov/gene/?term=17305
ENSMUSG00000018459	Slc13a3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	114644	https://www.ncbi.nlm.nih.gov/gene/?term=114644
ENSMUSG00000018809	Smyd4	SET and MYND domain containing 4	319822	https://www.ncbi.nlm.nih.gov/gene/?term=319822
ENSMUSG00000019055	Plod1	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	18822	https://www.ncbi.nlm.nih.gov/gene/?term=18822
ENSMUSG00000019297	Nop9	NOP9 nucleolar protein	67842	https://www.ncbi.nlm.nih.gov/gene/?term=67842
ENSMUSG00000020333	Acsl6	acyl-CoA synthetase long-chain family member 6	216739	https://www.ncbi.nlm.nih.gov/gene/?term=216739
ENSMUSG00000020646	Mboat2	membrane bound O-acyltransferase domain containing 2	67216	https://www.ncbi.nlm.nih.gov/gene/?term=67216
ENSMUSG00000020828	Pld2	phospholipase D2	18806	https://www.ncbi.nlm.nih.gov/gene/?term=18806
ENSMUSG00000021236	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5	12499	https://www.ncbi.nlm.nih.gov/gene/?term=12499
ENSMUSG00000021242	Npc2	NPC intracellular cholesterol transporter 2	67963	https://www.ncbi.nlm.nih.gov/gene/?term=67963
ENSMUSG00000021277	Traf3	TNF receptor-associated factor 3	22031	https://www.ncbi.nlm.nih.gov/gene/?term=22031
ENSMUSG00000021458	2010111I01Rik	RIKEN cDNA 2010111I01 gene	72061	https://www.ncbi.nlm.nih.gov/gene/?term=72061
ENSMUSG00000021466	Ptch1	patched 1	19206	https://www.ncbi.nlm.nih.gov/gene/?term=19206
ENSMUSG00000021534	1700001L19Rik	RIKEN cDNA 1700001L19 gene	69315	https://www.ncbi.nlm.nih.gov/gene/?term=69315
ENSMUSG00000021573	Tppp	tubulin polymerization promoting protein	72948	https://www.ncbi.nlm.nih.gov/gene/?term=72948
ENSMUSG00000021730	Hcn1	hyperpolarization-activated, cyclic nucleotide-gated K+ 1	15165	https://www.ncbi.nlm.nih.gov/gene/?term=15165
ENSMUSG00000021750	Fam107a	family with sequence similarity 107, member A	268709	https://www.ncbi.nlm.nih.gov/gene/?term=268709
ENSMUSG00000022013	Dnajc15	DnaJ heat shock protein family (Hsp40) member C15	66148	https://www.ncbi.nlm.nih.gov/gene/?term=66148
ENSMUSG00000022177	Haus4	HAUS augmin-like complex, subunit 4	219072	https://www.ncbi.nlm.nih.gov/gene/?term=219072
ENSMUSG00000022235	Cmbl	carboxymethylenebutenolidase-like (Pseudomonas)	69574	https://www.ncbi.nlm.nih.gov/gene/?term=69574
ENSMUSG00000022296	Baalc	brain and acute leukemia, cytoplasmic	118452	https://www.ncbi.nlm.nih.gov/gene/?term=118452
ENSMUSG00000022323	Rida	reactive intermediate imine deaminase A homolog	15473	https://www.ncbi.nlm.nih.gov/gene/?term=15473
ENSMUSG00000022350	Washc5	WASH complex subunit 5	223593	https://www.ncbi.nlm.nih.gov/gene/?term=223593
ENSMUSG00000022419	Deptor	DEP domain containing MTOR-interacting protein	97998	https://www.ncbi.nlm.nih.gov/gene/?term=97998
ENSMUSG00000022514	Il1rap	interleukin 1 receptor accessory protein	16180	https://www.ncbi.nlm.nih.gov/gene/?term=16180
ENSMUSG00000022772	Senp5	SUMO/sentrin specific peptidase 5	320213	https://www.ncbi.nlm.nih.gov/gene/?term=320213
ENSMUSG00000022853	Ehhadh	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	74147	https://www.ncbi.nlm.nih.gov/gene/?term=74147
ENSMUSG00000022957	Itsn1	intersectin 1 (SH3 domain protein 1A)	16443	https://www.ncbi.nlm.nih.gov/gene/?term=16443
ENSMUSG00000023348	Trip6	thyroid hormone receptor interactor 6	22051	https://www.ncbi.nlm.nih.gov/gene/?term=22051
ENSMUSG00000023805	Synj2	synaptojanin 2	20975	https://www.ncbi.nlm.nih.gov/gene/?term=20975
ENSMUSG00000024104	Washc2	WASH complex subunit 2`	28006	https://www.ncbi.nlm.nih.gov/gene/?term=28006
ENSMUSG00000024645	Timm21	translocase of inner mitochondrial membrane 21	67105	https://www.ncbi.nlm.nih.gov/gene/?term=67105
ENSMUSG00000024665	Fads2	fatty acid desaturase 2	56473	https://www.ncbi.nlm.nih.gov/gene/?term=56473
ENSMUSG00000025133	Ints4	integrator complex subunit 4	101861	https://www.ncbi.nlm.nih.gov/gene/?term=101861
ENSMUSG00000025203	Scd2	stearoyl-Coenzyme A desaturase 2	20250	https://www.ncbi.nlm.nih.gov/gene/?term=20250
