userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000024187	Fam234a	family with sequence similarity 234, member A	106581	https://www.ncbi.nlm.nih.gov/gene/?term=106581
ENSMUSG00000025324	Atp10a	ATPase, class V, type 10A	11982	https://www.ncbi.nlm.nih.gov/gene/?term=11982
ENSMUSG00000025880	Smad7	SMAD family member 7	17131	https://www.ncbi.nlm.nih.gov/gene/?term=17131
ENSMUSG00000026255	Efhd1	EF hand domain containing 1	98363	https://www.ncbi.nlm.nih.gov/gene/?term=98363
ENSMUSG00000027078	Ube2l6	ubiquitin-conjugating enzyme E2L 6	56791	https://www.ncbi.nlm.nih.gov/gene/?term=56791
ENSMUSG00000029650	Slc46a3	solute carrier family 46, member 3	71706	https://www.ncbi.nlm.nih.gov/gene/?term=71706
ENSMUSG00000031502	Col4a1	collagen, type IV, alpha 1	12826	https://www.ncbi.nlm.nih.gov/gene/?term=12826
ENSMUSG00000031503	Col4a2	collagen, type IV, alpha 2	12827	https://www.ncbi.nlm.nih.gov/gene/?term=12827
ENSMUSG00000032175	Tyk2	tyrosine kinase 2	54721	https://www.ncbi.nlm.nih.gov/gene/?term=54721
ENSMUSG00000032554	Trf	transferrin	22041	https://www.ncbi.nlm.nih.gov/gene/?term=22041
ENSMUSG00000032841	Prr5l	proline rich 5 like	72446	https://www.ncbi.nlm.nih.gov/gene/?term=72446
ENSMUSG00000033510	Otud7a	OTU domain containing 7A	170711	https://www.ncbi.nlm.nih.gov/gene/?term=170711
ENSMUSG00000033669	Zfp7	zinc finger protein 7	223669	https://www.ncbi.nlm.nih.gov/gene/?term=223669
ENSMUSG00000034449	Dhrs11	dehydrogenase/reductase (SDR family) member 11	192970	https://www.ncbi.nlm.nih.gov/gene/?term=192970
ENSMUSG00000034714	Ttyh2	tweety family member 2	117160	https://www.ncbi.nlm.nih.gov/gene/?term=117160
ENSMUSG00000036002	Fam214b	family with sequence similarity 214, member B	230088	https://www.ncbi.nlm.nih.gov/gene/?term=230088
ENSMUSG00000036887	C1qa	complement component 1, q subcomponent, alpha polypeptide	12259	https://www.ncbi.nlm.nih.gov/gene/?term=12259
ENSMUSG00000036896	C1qc	complement component 1, q subcomponent, C chain	12262	https://www.ncbi.nlm.nih.gov/gene/?term=12262
ENSMUSG00000037606	Osbpl5	oxysterol binding protein-like 5	79196	https://www.ncbi.nlm.nih.gov/gene/?term=79196
ENSMUSG00000037824	Tspan14	tetraspanin 14	52588	https://www.ncbi.nlm.nih.gov/gene/?term=52588
ENSMUSG00000042632	Pla2g6	phospholipase A2, group VI	53357	https://www.ncbi.nlm.nih.gov/gene/?term=53357
ENSMUSG00000044636	Csrnp2	cysteine-serine-rich nuclear protein 2	207785	https://www.ncbi.nlm.nih.gov/gene/?term=207785
ENSMUSG00000045268	Zfp691	zinc finger protein 691	195522	https://www.ncbi.nlm.nih.gov/gene/?term=195522
ENSMUSG00000045664	Cdc42ep2	CDC42 effector protein (Rho GTPase binding) 2	104252	https://www.ncbi.nlm.nih.gov/gene/?term=104252
ENSMUSG00000048310	Pskh1	protein serine kinase H1	244631	https://www.ncbi.nlm.nih.gov/gene/?term=244631
ENSMUSG00000052609	Plekhg3	pleckstrin homology domain containing, family G (with RhoGef domain) member 3	263406	https://www.ncbi.nlm.nih.gov/gene/?term=263406
ENSMUSG00000052911	Lamb2	laminin, beta 2	16779	https://www.ncbi.nlm.nih.gov/gene/?term=16779
ENSMUSG00000053552	Ebf4	early B cell factor 4	228598	https://www.ncbi.nlm.nih.gov/gene/?term=228598
ENSMUSG00000073982	Rhog	ras homolog family member G	56212	https://www.ncbi.nlm.nih.gov/gene/?term=56212
ENSMUSG00000078794	Dact3	dishevelled-binding antagonist of beta-catenin 3	629378	https://www.ncbi.nlm.nih.gov/gene/?term=629378
ENSMUSG00000000202	Btbd17	BTB (POZ) domain containing 17	72014	https://www.ncbi.nlm.nih.gov/gene/?term=72014
ENSMUSG00000022849	Hspbap1	Hspb associated protein 1	66667	https://www.ncbi.nlm.nih.gov/gene/?term=66667
ENSMUSG00000027710	Acad9	acyl-Coenzyme A dehydrogenase family, member 9	229211	https://www.ncbi.nlm.nih.gov/gene/?term=229211
ENSMUSG00000034110	Kctd7	potassium channel tetramerisation domain containing 7	212919	https://www.ncbi.nlm.nih.gov/gene/?term=212919
ENSMUSG00000034850	Tmem127	transmembrane protein 127	69470	https://www.ncbi.nlm.nih.gov/gene/?term=69470
ENSMUSG00000034957	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	12606	https://www.ncbi.nlm.nih.gov/gene/?term=12606
ENSMUSG00000054675	Tmem119	transmembrane protein 119	231633	https://www.ncbi.nlm.nih.gov/gene/?term=231633
ENSMUSG00000062202	Btbd9	BTB (POZ) domain containing 9	224671	https://www.ncbi.nlm.nih.gov/gene/?term=224671
ENSMUSG00000006301	Tmbim1	transmembrane BAX inhibitor motif containing 1	69660	https://www.ncbi.nlm.nih.gov/gene/?term=69660
ENSMUSG00000020758	Itgb4	integrin beta 4	192897	https://www.ncbi.nlm.nih.gov/gene/?term=192897
ENSMUSG00000022568	Scrib	scribbled planar cell polarity	105782	https://www.ncbi.nlm.nih.gov/gene/?term=105782
ENSMUSG00000029401	Rilpl2	Rab interacting lysosomal protein-like 2	80291	https://www.ncbi.nlm.nih.gov/gene/?term=80291
ENSMUSG00000032020	Ubash3b	ubiquitin associated and SH3 domain containing, B	72828	https://www.ncbi.nlm.nih.gov/gene/?term=72828
ENSMUSG00000034165	Ccnd3	cyclin D3	12445	https://www.ncbi.nlm.nih.gov/gene/?term=12445
ENSMUSG00000041708	Mpped1	metallophosphoesterase domain containing 1	223726	https://www.ncbi.nlm.nih.gov/gene/?term=223726
ENSMUSG00000071648	Rom1	rod outer segment membrane protein 1	19881	https://www.ncbi.nlm.nih.gov/gene/?term=19881
